###########################################################################################################################################################
#                                                          CosmicWatch: The Desktop Muon Detector v3X
#                                                                   Questions? saxani@udel.edu
# Event  Timestamp[s]  Flag  ADC[12b]  SiPM[mV]  Deadtime[s]  Temp[C]  Press[Pa]  Accel(X:Y:Z)[g]  Gyro(X:Y:Z)[deg/sec]  Name  Time  Date
###########################################################################################################################################################
3552	1036.480207	0	257	13.2	0.917893	25.6	96570	AxLab	15:49:57.799051	15/11/2025

3553	1037.038979	0	331	17.0	0.918343	25.6	96570	AxLab	15:49:58.357326	15/11/2025

3554	1037.319873	0	211	10.9	0.918757	25.6	96570	AxLab	15:49:58.638205	15/11/2025

3555	1038.504927	0	401	20.6	0.919127	25.6	96570	AxLab	15:49:59.823247	15/11/2025

3556	1038.739532	0	392	20.2	0.919497	25.6	96570	AxLab	15:50:00.057796	15/11/2025

3557	1039.147727	0	106	5.5	0.919866	25.6	96569	AxLab	15:50:00.465955	15/11/2025

3558	1039.968220	0	363	18.7	0.920237	25.6	96569	AxLab	15:50:01.286463	15/11/2025

3559	1040.016546	0	652	33.6	0.920615	25.6	96569	AxLab	15:50:01.334787	15/11/2025

3560	1040.044440	0	417	21.5	0.920975	25.6	96569	AxLab	15:50:01.362687	15/11/2025

3561	1040.697508	0	145	7.5	0.921344	25.6	96569	AxLab	15:50:02.015727	15/11/2025

3562	1040.749677	0	588	30.3	0.921723	25.6	96569	AxLab	15:50:02.068143	15/11/2025

3563	1041.964920	0	714	36.8	0.922082	25.6	96569	AxLab	15:50:03.283460	15/11/2025

3564	1041.966916	0	401	20.6	0.922441	25.6	96569	AxLab	15:50:03.285835	15/11/2025

3565	1042.168303	0	683	35.2	0.922855	25.6	96569	AxLab	15:50:03.486757	15/11/2025

3566	1042.929390	0	138	7.1	0.923226	25.6	96569	AxLab	15:50:04.247801	15/11/2025

3567	1042.981365	0	409	21.1	0.923591	25.6	96569	AxLab	15:50:04.299716	15/11/2025

3568	1043.095736	0	191	9.8	0.923965	25.6	96569	AxLab	15:50:04.413877	15/11/2025

3569	1043.322422	0	2032	104.6	0.924335	25.6	96569	AxLab	15:50:04.642215	15/11/2025

3570	1043.984438	0	167	8.6	0.924862	25.6	96569	AxLab	15:50:05.302664	15/11/2025

3571	1044.286614	0	142	7.3	0.925276	25.6	96569	AxLab	15:50:05.604735	15/11/2025

3572	1044.431126	0	186	9.6	0.925654	25.6	96569	AxLab	15:50:05.749768	15/11/2025

3573	1044.567607	0	148	7.6	0.926092	25.6	96569	AxLab	15:50:05.885768	15/11/2025

3574	1044.744773	0	182	9.4	0.926482	25.6	96569	AxLab	15:50:06.062868	15/11/2025

3575	1044.811401	0	286	14.7	0.926853	25.6	96569	AxLab	15:50:06.129512	15/11/2025

3576	1045.173465	0	147	7.6	0.927222	25.6	96569	AxLab	15:50:06.491587	15/11/2025

3577	1045.290213	0	379	19.5	0.927595	25.6	96569	AxLab	15:50:06.608394	15/11/2025

3578	1045.496799	0	305	15.7	0.927969	25.6	96569	AxLab	15:50:06.815041	15/11/2025

3579	1045.921813	0	180	9.3	0.928397	25.6	96569	AxLab	15:50:07.241245	15/11/2025

3580	1046.026025	0	721	37.1	0.928765	25.6	96569	AxLab	15:50:07.344153	15/11/2025

3581	1046.159052	0	955	49.2	0.929139	25.6	96569	AxLab	15:50:07.477150	15/11/2025

3582	1046.702786	0	132	6.8	0.929516	25.6	96569	AxLab	15:50:08.020838	15/11/2025

3583	1046.821362	0	182	9.4	0.929886	25.6	96569	AxLab	15:50:08.139410	15/11/2025

3584	1047.034314	0	149	7.7	0.930255	25.6	96569	AxLab	15:50:08.352375	15/11/2025

3585	1047.627777	0	255	13.1	0.930636	25.6	96568	AxLab	15:50:08.945891	15/11/2025

3586	1047.988868	0	185	9.5	0.931030	25.6	96568	AxLab	15:50:09.306963	15/11/2025

3587	1048.173130	0	432	22.2	0.931409	25.6	96568	AxLab	15:50:09.491530	15/11/2025

3588	1049.017599	0	480	24.7	0.931828	25.6	96568	AxLab	15:50:10.335964	15/11/2025

3589	1049.316712	0	297	15.3	0.932208	25.6	96568	AxLab	15:50:10.635032	15/11/2025

3590	1049.796996	0	217	11.2	0.932588	25.6	96568	AxLab	15:50:11.115295	15/11/2025

